category,text
Homophobic,Nakeeran please dont promote these kind of interviews coz this interview is not filtered by youtube regarding adultery so viewer's  that any age could watch this video so the post could disturb psychologically a person who never heard about these kind of relationships notably viewers below 16.  So please dont post these kind of videos on your behalf. It is a very kind request from follower of NAKEERAN sir. Sendhil from France.
Hope-Speech,"Thanks for this wonderful movie. LGBT people also human being, they are gifted child and born like that. It's not their choice to be like that. I was blushing while watching the entire movie, Hahahahahaha. You guys made my day."
None-of-the-above,Cool bro be confident just rock it
None-of-the-above,7:25 Heart Touching Moments
None-of-the-above,"That you have to choose,  be free be bold tell your expectations how you want to be with your partner if goes well get locked"
None-of-the-above,Social service is good 😇
None-of-the-above,Bible says wearing clothes with more than one material is a sin u follow that too?
None-of-the-above,girubhakar thanks dude. at least one person understood. evn Im happy.
None-of-the-above,Great ... I'm waiting for my wedding... but partner ?
None-of-the-above,She is very good hearted person ❤
None-of-the-above,"World health organization is controlled by rich people, if they support this shit, it could be a conspiracy."
Homophobic,LGBT   It's against God and nature.God creat only man and women.
None-of-the-above,give ur phone number sir
Hope-Speech,I'm really respect the transgenders emotions 🙏🙏🙏
None-of-the-above,People Who Used To See Her At Mehta Nagar (Nelson Manikkam Road) Drop a like Here ! 🤣🤙🏻
None-of-the-above,Hatesoff akka i am crying you're so cute🙏🙏🙏respect girl🙏🙏
None-of-the-above,Yes Bro tell about shinchan
None-of-the-above,Semmaa movie super story and dialogues
Counter-speech,When I am seeing this video atomaticaly I am started crying Akka ninga vera11
None-of-the-above,Bash Reels  Yow! Racist 😏😏
Hope-Speech,Really a heart touching after that dance ❣
Hope-Speech,Realy she have beautyful heart god bless u
None-of-the-above,"Part1 & part 2 & extra........ This single tea machi idea, this is not a won create, copy created"
None-of-the-above,Jee Va  U WhatsApp number send me
None-of-the-above,She is beautiful
Hope-Speech,Awesome Anna and great salute to you all
None-of-the-above,So sorry to hear your experience.  You are a very courageous person and you obviously love your mum very much. I hope you find peace of mind and one day get to live life as you wish.
None-of-the-above,"In India LGBT was practiced and had rules favouring them  too.  British being a homophobic country during that era when conquered India ,they abolished that  system and made LGBT illegal and those who considered themselves gay ,bi or lesbian were mentally abused and physically tortured by the British and indian psychiatrists or other medical practitioner. This happened even in the own country.  In the end those LGBT people were called mentally ill and they commited suicide. ; ; I personally liked this video eventhough I'm straight. But after watching Ben Shapiro and Jordan speeches and reading their books , people's views about concept of homosexuality will definitely change ( only if positively taken). I have great respect for homosexual people and their feelings.; ; And finally I believe that homosexual people in India do not act like those Western people. What they are demanding was absolute trash. ; Good day"
Counter-speech,Fact of the transgender..love it
Counter-speech,"If you're nature would have been like them, will you talk like this.  Please,  without knowing the biological system of people,  don't talk about them. Please serve the internet and get more information.  After learning only started supporting LGBT people. This my kind request. 😊"
None-of-the-above,Bro Politics Behind Our Foods Pathi Oru Video Pannunga...
None-of-the-above,Lathif really semmmmaaa character 💖😍😍😍
None-of-the-above,Wasted title 👎
None-of-the-above,your thoughts super
Homophobic,Men who have sex with men account for the largest proportion of new HIV infections reported in Canada. Canadian Red Cross Society introduced a blood donor eligibility criterion that excluded all men who have had sex with a man even once since 1977.
None-of-the-above,I just cried after seeing this😭😭😭😭😭😭😭😭😭😭🥺🥺🥺🥺😭😭😭😭😭
None-of-the-above,I love this akka ♥️
Hope-Speech,God bless you sister 🙏
None-of-the-above,Try with confidence
None-of-the-above,Scripted.... This isn't a prank
Counter-speech,I support lgbt.; #from malaysia.
None-of-the-above,Nithish G hi
None-of-the-above,Your looking so beautyful katrina
Counter-speech,Heart touching video...
Hope-Speech,"SHE IS REALLY GORGEOUS, BOLD AND BEAUTIFUL WELL TALENTED I PRAY TO GOD TO BRING ALL HER WISHES COME TRUE.GOD SEND TO THE EARTH TO SPREAD THE AWARENESS OF  THE SOUL"
None-of-the-above,Waiting for fun
None-of-the-above,Murugan Balakrishna  i cant find your name also u not reply thanks bye
None-of-the-above,u can reach me in my msngr my fb Mani Shankar Iyer
Hope-Speech,Hats off bro.....
None-of-the-above,Best of luck
None-of-the-above,To be honest tell about you 😊; What Gender you are - LGBTQ-?
None-of-the-above,Really admired your speech. I think there is something fundamentally wrong with our society. I guess to raise your voice. You need some power and u people have to get into politics. I'm damn sure that you people will do soo much good for the other people. Kamal Hassan should watch this and he should offer some space in there party to bring your kinda people. I'm extremely sorry if I was wrong... Peace ☮️✌️😇
None-of-the-above,was going through those things only...!
None-of-the-above,Gay marriage is possible in todays society?
None-of-the-above,Totally my mind
None-of-the-above,Superb movie. Very realistic and emotional.  Fantastic acting by both.
Counter-speech,The  best oh prank in tamil history ; Al the best  TMP💥🎈
Hope-Speech,her Heart is so beautiful
Counter-speech,Not definitely the way your going..  They are born like that..  How boys gets feelings to a girl or a girl gets feelings to a boy.. Same.. Girls girls or boys boys have feelings..  They are born like tat..  That's it..
None-of-the-above,Bro being a doc... am conveying this... dont use d word genetic here... there is nothing to say that this is genetically oriented....
Counter-speech,Male to male or female to female attraction come naturally how you people say it's against nature!!!
Counter-speech,Me too bro
None-of-the-above,aneesh cool now can u stop this feminism thing. I really dont know wt is femisnism. Im saying seriously I dont knw. I never read abt it. Im a human bt culture sees me just as a weak women. Im questioning this culture. So wt are u trying to say feminism is wrong and patriarchy is correct. Again and again its u who is calling me feminist. Feminism is just a movement u cant relate ur self as a identity. Just like low caste people are questioning the discrimination Im asking the same thing. Just cauz Im woman u calling me feminist. I cant do anything.
Hope-Speech,Yaar.. It should be in hindi and english as well so that other  could get inspired by them
None-of-the-above,Beckroth Fdo hi
None-of-the-above,vikki hot I am also heamosex
None-of-the-above,I'm very clear to This after see u r video bro super keep
None-of-the-above,That akka is awesome🥰🥰🥰
Hope-Speech,Hats off ka
None-of-the-above,"Shrinivasan Kannan do you know the worst illness in the world? stubbornness. i can see how strong you ar in your believes. its okay to that, remember if you can evolve yourself in this technological era I am sure your next generation can definitely do, you are just an example for your children, grandchildren, great grandchildren and so on. so just relax and take chill pill. :)"
